1,-0.6656603714
2,-0.1164380359
3,0.7398626488
4,0.7368633029
5,0.2289480898
6,2.257073255
7,3.023457405
8,2.481161007
9,3.773638612
10,5.059257738
11,3.553186083
12,4.554486452
13,3.655475698
14,3.419647598
15,4.303376245
16,4.830153934
17,7.253057441
18,5.064802335
19,5.448082106
20,6.251301517
21,6.214335675
22,3.07021164
23,6.995487627
24,7.180942656
25,6.084876071
26,6.95580607
27,6.692312738
28,6.339959049
29,7.659013269
30,6.157071564
31,4.023661782
32,7.380555018
33,6.972155839
34,6.655956847
35,6.532594924
36,6.780524726
37,6.723407547
38,7.616777776
39,6.394157367
40,5.046574011
41,5.715326568
42,6.536737479
43,6.527307846
44,5.671954159
45,6.508512087
46,4.740656344
47,5.449062618
48,5.796110609
49,4.802213058
50,4.627081034
51,5.748934924
52,4.05776044
53,2.743057715
54,3.590052501
55,2.937786376
56,5.333221794
57,5.102383904
58,5.097946146
59,2.771776766
60,3.75493571
61,3.268329562
62,3.127887555
63,5.723894838
64,2.365351066
65,2.030890988
66,5.74385257
67,2.637874242
68,2.851492945
69,1.907194917
70,2.568816256
71,3.869259698
72,3.989917724
73,3.641515351
74,2.812911768
75,4.964828171
76,3.050937945
77,4.203046785
78,4.269162745
79,2.818643243
80,3.334928424
81,5.239741508
82,4.972880771
83,5.212782208
84,6.056729012
85,5.404247421
86,4.733521027
87,5.241044888
88,6.844720502
89,8.242617764
90,6.686818708
91,6.429035591
92,7.45926043
93,8.225717423
94,7.661722793
95,8.348721917
96,8.029228135
97,9.780942864
98,9.755623978
99,9.149489124
100,8.947965351
101,9.176768019
102,8.768408716
103,10.39624874
104,10.39477408
105,11.63126076
106,11.8222078
107,13.60107691
108,14.54919169
109,12.63475358
110,13.77411599
111,14.45808191
112,13.27674112
113,16.00004992
114,13.04977221
115,14.65730048
116,14.76178039
117,14.62716229
118,16.20697047
119,14.79470608
120,16.70541749
121,15.8638474
122,15.63192699
123,17.20433954
124,16.29180965
125,16.93688521
126,16.07521662
127,18.33942893
128,15.62502668
129,16.81519558
130,16.86177911
131,19.18323671
132,16.68993279
133,16.52735528
134,15.22702085
135,16.13574242
136,16.08079964
137,17.16828833
138,16.09004409
139,16.92712829
140,15.54298161
141,16.03893798
142,15.38310389
143,16.18064645
144,16.22326501
145,17.1657127
146,14.87850136
147,12.80968507
148,16.25354113
149,15.14082073
150,15.79111348
151,14.02005588
152,14.32583767
153,13.87437546
154,14.47127314
155,14.29661188
156,14.68406313
157,15.84514503
158,13.89667867
159,13.58135083
160,14.26005818
161,13.3826131
162,12.85293827
163,11.06745237
164,14.08812275
165,13.05949205
166,12.18454971
167,13.01005879
168,12.45032762
169,12.20445297
170,14.39420173
171,13.49261191
172,14.91460871
173,15.97672915
174,13.96235436
175,13.77840615
176,14.39425289
177,14.31499272
178,14.37080989
179,15.34130707
180,13.42441434
181,14.54726137
182,12.51644144
183,15.36040785
184,14.52577002
185,15.90562887
186,15.12482026
187,15.55534424
188,12.22427756
189,15.11554898
190,14.23464612
191,16.52156964
192,18.14558077
193,16.51932129
194,16.88159194
195,18.08337828
196,18.70889734
197,20.97040748
198,18.98358689
199,20.76308391
200,19.81117586
201,20.24139919
202,20.78884634
203,19.92458806
204,21.60401889
205,23.30040897
206,22.2621713
207,21.24305034
208,22.07690632
209,21.78022193
210,22.94853418
211,23.72076264
212,24.12217213
213,23.04498673
214,23.8767225
215,26.52157498
216,26.24329682
217,24.83932457
218,25.66570111
219,25.61834475
220,24.41079934
221,25.31871793
222,26.7612452
223,27.00663389
224,27.86719501
225,24.87319457
226,27.85768696
227,25.70405436
228,26.11077958
229,28.11250875
230,27.6743468
231,27.19705336
232,28.08086799
233,26.19946123
234,27.32830376
235,25.98334256
236,26.71791978
237,26.67921906
238,26.25811051
239,26.64228363
240,26.20667398
241,26.39816025
242,24.83672957
243,24.27745854
244,26.10007483
245,25.67761738
246,25.91667268
247,27.57057095
248,25.68913621
249,24.92375989
250,25.5593706
251,25.14638402
252,26.46738639
253,24.55740644
254,23.5691458
255,24.07138538
256,24.94177528
257,22.33546227
258,22.32323763
259,24.38075647
260,22.40754744
261,22.61183469
262,23.28658677
263,22.98637689
264,25.46468191
265,24.14497597
266,22.97023633
267,24.37831161
268,24.86418705
269,22.61185053
270,21.70979546
271,22.09389192
272,23.25882086
273,23.56494308
274,24.13181731
275,24.28160263
276,24.43623736
277,23.24956419
278,21.76696726
279,25.14997786
280,24.67520728
281,23.40400797
282,26.24489282
283,25.05952039
284,24.53922399
285,24.89917455
286,25.13438134
287,26.05220822
288,26.94133112
289,26.02788294
290,26.65909349
291,26.0832158
292,27.39946496
293,26.57973099
294,27.49867838
295,29.89834253
296,27.78403709
297,28.92405258
298,26.58518509
299,30.91291741
300,31.73949474
301,29.25173685
302,30.3747463
303,30.59695095
304,31.50757627
305,30.97036633
306,31.27177079
307,33.43369051
308,33.9848363
309,33.31775176
310,31.69164009
311,33.07897081
312,33.10849644
313,33.29428375
314,35.60397723
315,35.33614012
316,33.95701506
317,35.16914759
318,35.92430987
319,35.81820171
320,37.36378976
321,36.74459793
322,35.27569759
323,35.9767425
324,36.17811539
325,35.68567729
326,35.54212562
327,38.78114238
328,36.46819618
329,38.07352601
330,36.56662256
331,38.1938068
332,37.42919226
333,37.44666875
334,37.16795054
335,34.97440399
336,35.6174255
337,37.37634133
338,37.26137677
339,38.09726659
340,36.04071363
341,37.07494746
342,34.4281316
343,35.1959716
344,35.26041345
345,36.9398346
346,33.58933988
347,35.00075536
348,35.97807689
349,35.66631707
350,35.44925794
351,33.69565848
352,35.38969147
353,35.96432261
354,33.6956667
355,34.05230212
356,32.70536873
357,33.91009672
358,34.45606416
359,34.97972516
360,32.36260234
361,31.69621537
362,33.02307596
363,33.94445036
364,32.2763097
365,32.06228645
366,34.25956906
367,33.61620818
368,35.00141908
369,34.47493965
370,34.31576327
371,33.24772844
372,32.95185358
373,32.55224164
374,33.06560689
375,35.2082848
376,34.50372086
377,33.54922461
378,35.46287805
379,34.68829823
380,35.04640557
381,33.48711975
382,34.03264662
383,34.43296169
384,35.7571391
385,32.58466542
386,34.44295272
387,35.43369124
388,37.7196386
389,37.55863215
390,35.11245844
391,37.36667774
392,36.41904568
393,38.11951592
394,39.351325
395,38.87795167
396,38.8144378
397,38.96059714
398,39.95536453
399,39.78580611
400,40.70319964
401,41.32804151
402,42.79937243
403,38.43432481
404,42.12051726
405,42.50068551
406,43.89812523
407,42.18632495
408,43.99716859
409,43.67726129
410,42.98072384
411,43.59181621
412,44.98283057
413,42.17674627
414,46.49541908
415,45.58212027
416,42.7202171
417,45.66108535
418,45.03844556
419,44.96618253
420,45.0371585
421,46.12237848
422,46.18891162
423,46.82075672
424,47.25058257
425,45.91853936
426,46.83241571
427,47.77383153
428,48.12984438
429,46.74042025
430,46.66834779
431,47.41473153
432,46.93101415
433,48.24438209
434,47.41007874
435,46.92607209
436,46.77346554
437,47.80447575
438,45.7000972
439,46.60252512
440,45.59290618
441,47.37025588
442,46.46333171
443,46.19762396
444,47.57763766
445,46.92624737
446,46.1536802
447,45.94947611
448,46.37457004
449,44.22344538
450,43.18937717
451,44.3387774
452,45.63204816
453,43.87816917
454,43.67301546
455,42.11959709
456,43.89387883
457,44.40734798
458,42.67367897
459,43.76501429
460,44.74698445
461,43.14500236
462,42.41214263
463,44.1631715
464,41.81378406
465,43.00929934
466,42.80360515
467,44.30252713
468,42.88123048
469,43.47049118
470,44.42168141
471,42.43276664
472,44.57582419
473,43.56138481
474,43.4549005
475,43.06396235
476,43.8737132
477,42.1428636
478,43.60856585
479,44.16778079
480,42.90474298
481,44.99882414
482,43.304605
483,44.4468626
484,45.49241923
485,44.46713555
486,46.27348465
487,45.76034556
488,45.37440079
489,46.19246701
490,48.28190231
491,47.81719203
492,47.23213374
493,48.03313818
494,46.73599653
495,47.12327054
496,48.58597108
497,48.6738899
498,48.52018743
499,48.50385022
500,50.17026668
